0	0	0	3
0	1	0	0
0	0	1	0
0	0	0	1
0	0	1	0
0	1	0	1
0	0	0	0
0	1	0	0
1	0	0	0
0	1	0	0
1	0	0	1
0	0	0	0
0	1	0	0
0	0	1	0
0	0	0	0
0	0	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
1	0	0	0
0	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
0	1	0	0
0	0	0	1
0	0	1	0
0	1	0	0			
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0
1	0	0	0
0	1	0	0
0	0	0	1
0	1	0	0			
0	0	1	0
0	0	0	0
0	0	0	1
0	1	0	0
1	0	0	0
0	0	0	1
0	0	1	0
0	1	0	0						
1	0	0	0
0	0	0	1
0	1	0	0
1	0	0	0
0	2	0	2
0	96	0	96
0	96	0	96
0	96	0	96			
0	96	0	96
0	96	0	96
0	96	0	96
0	96	0	96
0	3	0	3
2	0	2	0
96	0	96	0
96	0	96	0			
96	0	96	0
96	0	96	0
96	0	96	0
96	0	96	0
96	0	96	0
3	0	3	0
0	2	0	2
0	96	0	96			
0	3	0	3
0	0	0	0
0	0	0	1
1	0	0	0
0	0	1	0
0	0	0	1
0	0	1	0
0	1	0	0			
1	0	0	0
0	0	0	1
0	1	0	0
1	0	0	0
0	0	1	0
0	0	0	1
0	0	0	0
1	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	1
0	0	0	0
1	0	0	0
0	1	0	0
0	0	1	1
0	0	1	0
0	1	0	0
0	0	0	0
0	1	1	0
0	0	0	0
0	1	0	0
1	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
1	0	0	0
0	1	1	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	1	0
0	0	0	0
0	0	0	1
0	0	1	0
1	1	0	0
0	0	0	0
0	0	1	0
1	0	0	0			
0	0	1	0
0	0	0	0
0	0	0	0
0	1	0	0
1	0	1	0
0	0	0	0
0	0	1	0
0	0	0	1			
1	0	1	0
0	0	0	0
0	1	0	0
0	0	0	0
1	0	0	1
0	0	0	0
0	0	0	0
1	0	0	0			
0	1	0	0
0	0	1	0
0	0	0	1
0	1	0	1
0	0	1	0
0	1	0	0
1	0	1	0
1	1	0	0
1	0	0	0
0	1	1	0
0	0	1	0
0	0	0	1
1	0	1	0
1	1	0	0
1	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	1
0	0	1	0
1	0	0	0
0	1	1	0
1	0	0	0
0	1	0	1
1	0	0	0
0	0	1	1
1	0	0	0
0	1	1	0
1	0	0	0
0	1	1	1
1	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	1
0	0	1	0
1	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	1	1	0
0	0	0	0
1	1	0	0
0	0	0	0
0	0	1	0
0	1	0	0			
1	1	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	1	1
0	1	1	0
0	1	0	1
0	0	1	1
0	0	0	1
0	0	1	0
0	1	1	0
0	1	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0			
1	0	0	0
0	0	1	0
0	1	0	0
0	0	0	1
0	0	1	0
0	0	0	0
1	1	0	0
1	0	0	0			
0	1	0	0
0	0	1	0
0	0	0	1
0	0	1	1
0	1	0	0
0	0	0	0
1	1	0	0
1	0	0	0			
0	1	1	0
1	0	0	0
0	0	0	0
1	0	0	0
0	1	0	1
0	0	0	0
1	0	1	0
1	1	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	1	0	0
0	0	1	1
1	0	0	0
0	0	0	0
0	0	0	0
1	1	0	0
1	0	0	0
0	0	0	0
0	1	0	0
1	0	0	1
0	0	0	0
0	1	1	0
1	1	0	0
0	0	0	0
1	0	1	0
1	0	0	0
0	0	0	0
0	1	0	1
0	1	0	1
0	1	0	1
0	0	0	0
1	0	1	0
0	0	0	0
0	1	0	0
0	0	1	0
0	1	1	0
0	0	0	0
0	0	0	1
0	0	0	0
0	1	1	1
0	0	0	0
0	0	1	0
0	0	0	0
1	0	1	0
0	0	0	0
1	1	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	1	0
1	1	0	1
0	0	0	0
0	0	0	0
0	0	1	0			
2	2	0	0
96	96	0	0
96	96	0	0
96	96	0	0
96	96	0	0
3	3	0	0
0	0	0	0
0	0	1	0			
0	1	1	0
0	0	0	0
1	0	1	0
0	1	0	0
0	1	1	0
0	0	0	0
0	0	0	1
0	0	0	0
1	1	0	1
0	0	0	0
0	0	1	0
0	0	0	0
1	0	1	0
0	0	0	0
1	1	0	0
0	0	0	0			
1	0	1	0
0	0	0	0
0	0	0	0
0	1	0	0
1	0	1	1
0	0	0	0
0	0	0	0
0	0	1	0
1	1	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	1
0	1	0	0
1	0	0	0
0	0	1	0			
0	1	0	0
0	0	0	0
0	0	1	0
0	0	0	1
0	0	0	0
0	1	0	0
1	0	0	0
0	0	0	0			
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	1
1	0	0	0
0	1	0	0
0	0	1	0			
1	0	0	0
0	0	0	0
0	1	0	0
1	0	1	0
0	0	0	0
0	1	0	0
0	0	1	1
0	0	0	0			
1	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	0
0	1	0	0
1	0	1	0
0	1	0	0
0	0	1	0
0	0	0	1
0	0	0	0
0	1	0	0
1	0	0	0
0	0	1	0	
1	0	1	0
0	0	0	0
0	1	0	0
0	0	1	0
0	0	0	0
1	0	0	0
0	0	1	0
0	0	0	1			
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0			
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0			
1	0	1	0
0	1	0	0
0	0	1	0
0	1	0	1
0	0	0	0
0	0	1	1
0	1	0	0
0	0	0	0						
1	0	1	0
0	1	0	0
0	0	1	0
0	1	0	1
0	0	0	0
0	1	1	0
1	0	0	0
0	0	0	0
